Time,x1,x2,z
0.282,-1.9014521,1.3636073,2.972733
0.2825,-1.704838,1.2633709,3.113116
0.283,-1.5174364,1.1643163,3.236277
0.2835,-1.3405836,1.0689291,3.3444226
0.284,-1.1749744,0.97897494,3.4397366
0.2845,-1.0207827,0.8956353,3.524261
0.285,-0.87777704,0.8196381,3.5998302
0.2855,-0.7454251,0.751374,3.6680412
0.286,-0.622979,0.6909948,3.7302508
0.2865,-0.5095425,0.6384924,3.7875874
0.287,-0.40412176,0.5937612,3.8409698
0.2875,-0.3056606,0.5566465,3.8911328
0.288,-0.21306488,0.5269811,3.9386475
0.2885,-0.1252166,0.50461334,3.9839444
0.289,-0.040980797,0.48942852,4.027329
0.2895,0.040793415,0.48136565,4.068997
0.29,0.121276245,0.4804308,4.1090407
0.2905,0.201664,0.486708,4.147457
0.291,0.2831883,0.50036836,4.184144
0.2915,0.36712694,0.5216778,4.2188954
0.292,0.45481533,0.5510033,4.251389
0.2925,0.54765767,0.58881634,4.2811675
0.293,0.64713615,0.63569385,4.3076134
0.2935,0.7548155,0.692313,4.3299103
0.294,0.87234074,0.75943834,4.3470006
0.2945,1.0014225,0.8378953,4.3575277
0.295,1.143804,0.9285252,4.359767
0.2955,1.3012003,1.032112,4.3515525
0.296,1.4751993,1.1492697,4.330193
0.2965,1.6671103,1.2802776,4.292401
0.297,1.8777446,1.4248493,4.2342434
0.2975,2.1071203,1.581826,4.1511564
0.298,2.3540883,1.7487947,4.038063
0.2985,2.6159058,1.9216579,3.8896606
0.299,2.8878202,2.0942223,3.7009416
0.2995,3.1627855,2.257928,3.4679928
0.3,3.43148,2.4018927,3.1890512
0.3005,3.682821,2.5134714,2.865675
0.301,3.9050984,2.5794508,2.5037484
0.3015,4.0876617,2.5878222,2.113924
